Symbol,MSE,Pred1,Pred2,Pred3,Pred4,Pred5,Delta
WMB,0.036356549710035324,1.413927435874939,1.3567641973495483,1.2861696481704712,1.1742627620697021,1.0442808866500854,-0.3696465492248535
V,0.03990166261792183,2.885098934173584,2.849461555480957,2.7880983352661133,2.7249197959899902,2.6696298122406006,-0.2154691219329834
CRM,0.040034402161836624,0.14308252930641174,0.22379112243652344,0.2402016818523407,0.22413572669029236,0.18460527062416077,0.04152274131774902
MMC,0.041279926896095276,2.0519585609436035,2.088162422180176,2.090165615081787,2.0596485137939453,2.0148448944091797,-0.03711366653442383
AON,0.04263054579496384,2.0228335857391357,2.0225491523742676,2.0103015899658203,1.9917107820510864,1.9710880517959595,-0.05174553394317627
FI,0.044323939830064774,2.0530648231506348,2.076300621032715,2.0938971042633057,2.0744705200195312,2.035329818725586,-0.017735004425048828
ABT,0.046384163200855255,3.0786185264587402,3.0477426052093506,2.998497724533081,2.950791835784912,2.911174774169922,-0.16744375228881836
SPGI,0.04737425222992897,1.4003921747207642,1.4195321798324585,1.430574893951416,1.429921269416809,1.4195317029953003,0.019139528274536133
MRK,0.048838354647159576,-1.6129556894302368,-1.535826325416565,-1.4982070922851562,-1.4932050704956055,-1.5224806070327759,0.09047508239746094
CVS,0.04976591467857361,0.9830155968666077,1.0421671867370605,1.0694286823272705,1.0687934160232544,1.048136830329895,0.06512123346328735
INTU,0.0501546673476696,-0.6697223782539368,-0.6366173624992371,-0.6447413563728333,-0.6664185523986816,-0.6843995451927185,-0.014677166938781738
CI,0.05049050971865654,-0.9576845765113831,-0.8883881568908691,-0.879899799823761,-0.8879552483558655,-0.913102924823761,0.04458165168762207
MS,0.05092300847172737,1.572647213935852,1.6006461381912231,1.5697367191314697,1.4729435443878174,1.3289387226104736,-0.24370849132537842
DHR,0.05142362043261528,-1.9557104110717773,-1.86769700050354,-1.7999846935272217,-1.7586783170700073,-1.7509771585464478,0.2047332525253296
PANW,0.05175817012786865,1.0729244947433472,1.0584750175476074,1.0313912630081177,1.0012012720108032,0.9720943570137024,-0.10083013772964478
ADI,0.05185887962579727,0.9118191003799438,0.8922765851020813,0.8652421832084656,0.8267716765403748,0.7779431343078613,-0.13387596607208252
PLD,0.0522947683930397,1.1710556745529175,1.1961430311203003,1.1985430717468262,1.1884981393814087,1.171385645866394,0.0003299713134765625
TMO,0.052574627101421356,-1.0924527645111084,-1.0184065103530884,-0.9957311749458313,-0.9846658110618591,-0.9874665141105652,0.10498625040054321
AIG,0.053507596254348755,2.2849278450012207,2.304569721221924,2.2478675842285156,2.1995620727539062,2.166412353515625,-0.1185154914855957
ETN,0.055619560182094574,-0.8881407380104065,-0.7781785130500793,-0.7665295004844666,-0.7852632403373718,-0.8408328890800476,0.04730784893035889
DLR,0.05601758882403374,0.4069964289665222,0.41585010290145874,0.3764036297798157,0.31239569187164307,0.2284824252128601,-0.1785140037536621
RTX,0.05881471559405327,1.732998013496399,1.7493854761123657,1.7288029193878174,1.6649912595748901,1.577139973640442,-0.15585803985595703
COP,0.05921133607625961,-1.2404252290725708,-1.1287202835083008,-1.1043874025344849,-1.115021824836731,-1.1651941537857056,0.07523107528686523
NXPI,0.060628850013017654,-0.7862440943717957,-0.7536348104476929,-0.7452356815338135,-0.7439798712730408,-0.7529714703559875,0.033272624015808105
SO,0.060690660029649734,1.167622447013855,1.1792587041854858,1.1304162740707397,1.0204442739486694,0.8755483031272888,-0.29207414388656616
ABBV,0.06075959652662277,2.1877598762512207,2.16409969329834,2.138909101486206,2.1111104488372803,2.084115505218506,-0.10364437103271484
BKNG,0.0612911581993103,1.339074969291687,1.3511857986450195,1.3315997123718262,1.2894374132156372,1.2323620319366455,-0.1067129373550415
ZTS,0.061409078538417816,-0.6985637545585632,-0.6764310002326965,-0.6535108685493469,-0.6302153468132019,-0.6085651516914368,0.08999860286712646
NOC,0.06183662265539169,-0.3313140869140625,-0.3084186315536499,-0.34756654500961304,-0.40420687198638916,-0.4665556848049164,-0.13524159789085388
PG,0.062230728566646576,1.3631811141967773,1.419883370399475,1.4094642400741577,1.351362705230713,1.26297128200531,-0.10020983219146729
BA,0.06346659362316132,0.44274353981018066,0.4781138300895691,0.4832029938697815,0.47095340490341187,0.4443086087703705,0.0015650689601898193
QCOM,0.06548433005809784,-0.9035259485244751,-0.8842831254005432,-0.8744027018547058,-0.8687484860420227,-0.86904376745224,0.03448218107223511
REGN,0.0657377690076828,-1.371915340423584,-1.315016746520996,-1.3013273477554321,-1.310040831565857,-1.3369537591934204,0.034961581230163574
PGR,0.06589390337467194,2.346437931060791,2.3402743339538574,2.315253496170044,2.2911767959594727,2.271915912628174,-0.07452201843261719
AMGN,0.06737034022808075,0.6724238991737366,0.6694817543029785,0.6597166657447815,0.6468283534049988,0.6314157247543335,-0.041008174419403076
SPG,0.06787671148777008,1.6898406744003296,1.7141005992889404,1.7234970331192017,1.7191513776779175,1.7057071924209595,0.015866518020629883
WELL,0.06831951439380646,2.1140341758728027,2.114842176437378,2.1123669147491455,2.08109712600708,2.0305228233337402,-0.0835113525390625
GOOGL,0.07032115757465363,0.29596924781799316,0.3176977336406708,0.3038390278816223,0.2758633494377136,0.23535823822021484,-0.06061100959777832
TXN,0.0710328221321106,0.5518396496772766,0.5786673426628113,0.5739731192588806,0.5426526665687561,0.490544855594635,-0.0612947940826416
GD,0.07172300666570663,-1.7730931043624878,-1.6854060888290405,-1.6052672863006592,-1.5789564847946167,-1.5999490022659302,0.17314410209655762
IBM,0.07290320098400116,1.9483907222747803,2.00919508934021,2.0342609882354736,2.0240490436553955,1.9972864389419556,0.04889571666717529
SHW,0.07375844568014145,0.8943819999694824,0.9395284056663513,0.9291233420372009,0.8725153803825378,0.7794318795204163,-0.11495012044906616
KMB,0.07433892786502838,1.1482349634170532,1.1884273290634155,1.1892404556274414,1.163218379020691,1.1219286918640137,-0.02630627155303955
BAC,0.0818205401301384,1.2850977182388306,1.321337342262268,1.3089061975479126,1.2606269121170044,1.185036063194275,-0.10006165504455566
ORLY,0.08197978138923645,2.243307113647461,2.218390464782715,2.187530994415283,2.1613903045654297,2.140486240386963,-0.10282087326049805
SRE,0.08436767011880875,-0.6606367826461792,-0.5932561159133911,-0.6146337985992432,-0.675252377986908,-0.7664059400558472,-0.10576915740966797
AXP,0.08523689210414886,1.3923544883728027,1.4181915521621704,1.4005287885665894,1.3528352975845337,1.2858141660690308,-0.10654032230377197
JCI,0.08633635193109512,1.5789927244186401,1.6352492570877075,1.6526256799697876,1.6234195232391357,1.5621509552001953,-0.016841769218444824
DUK,0.08670879155397415,1.4740585088729858,1.4942067861557007,1.475197196006775,1.4137448072433472,1.3243533372879028,-0.149705171585083
NEM,0.08717422932386398,-0.2492954134941101,-0.21080508828163147,-0.21207258105278015,-0.2358306348323822,-0.28067705035209656,-0.03138163685798645
ORCL,0.08866162598133087,0.6009300947189331,0.4428193271160126,0.37493377923965454,0.3595394492149353,0.35745468735694885,-0.24347540736198425
FTNT,0.09139374643564224,1.9983857870101929,1.9882675409317017,1.9731389284133911,1.9509168863296509,1.925371766090393,-0.0730140209197998
CB,0.09311976283788681,1.1307846307754517,1.1705046892166138,1.1691231727600098,1.1369993686676025,1.0849130153656006,-0.045871615409851074
AEP,0.09386713057756424,2.079354763031006,2.0624871253967285,2.042603015899658,1.999451756477356,1.9391976594924927,-0.14015710353851318
KKR,0.09405893832445145,0.5000380277633667,0.6020976901054382,0.621297299861908,0.5695593953132629,0.4686852693557739,-0.03135275840759277
AFL,0.09790555387735367,1.126278042793274,1.1125956773757935,1.0866572856903076,1.062151312828064,1.0334534645080566,-0.09282457828521729
CSCO,0.10185561329126358,2.091268539428711,2.0766677856445312,2.055310010910034,2.0315191745758057,2.0072174072265625,-0.08405113220214844
PH,0.10453762859106064,1.2481831312179565,1.2732146978378296,1.267822027206421,1.237836241722107,1.1903016567230225,-0.05788147449493408
CAT,0.10532595217227936,-0.3480703830718994,-0.2840403616428375,-0.27601155638694763,-0.2856484353542328,-0.3123169243335724,0.035753458738327026
C,0.11045030504465103,2.1470980644226074,2.1728711128234863,2.1740763187408447,2.122701406478882,2.0344901084899902,-0.11260795593261719
INTC,0.1157451644539833,-0.46162480115890503,-0.3500760793685913,-0.2997741401195526,-0.2809379994869232,-0.2939740717411041,0.1676507294178009
BDX,0.11769572645425797,-1.0962671041488647,-1.0962241888046265,-1.0941578149795532,-1.0912200212478638,-1.0908796787261963,0.005387425422668457
WM,0.12122132629156113,2.6407485008239746,2.6395134925842285,2.604022741317749,2.5574278831481934,2.5145723819732666,-0.126176118850708
AMZN,0.12203427404165268,1.0681935548782349,1.0598012208938599,1.040605902671814,1.0137087106704712,0.9813184142112732,-0.08687514066696167
MA,0.1259426325559616,2.172792911529541,2.203932285308838,2.1949121952056885,2.1649653911590576,2.1269359588623047,-0.04585695266723633
CTAS,0.13283082842826843,0.835318922996521,0.7835951447486877,0.7062292098999023,0.5972843766212463,0.47922301292419434,-0.35609591007232666
APH,0.13294105231761932,0.5190061926841736,0.5973747968673706,0.6053997874259949,0.566246747970581,0.4885372519493103,-0.03046894073486328
MDLZ,0.13339300453662872,-0.43111497163772583,-0.37141162157058716,-0.3743038773536682,-0.40564027428627014,-0.45222729444503784,-0.02111232280731201
NVDA,0.13364075124263763,0.46776676177978516,0.4803217053413391,0.4328048825263977,0.3478372395038605,0.23932835459709167,-0.22843840718269348
PSX,0.13583000004291534,-0.10284186154603958,-0.0012164153158664703,0.013202108442783356,-0.025748219341039658,-0.11029291898012161,-0.007451057434082031
EQIX,0.1381290853023529,1.1526483297348022,1.1748590469360352,1.1703389883041382,1.1491751670837402,1.1165615320205688,-0.0360867977142334
HON,0.13819687068462372,0.5766983032226562,0.5826584696769714,0.5738967061042786,0.5487086176872253,0.5092158317565918,-0.06748247146606445
ADSK,0.13876891136169434,0.8687114119529724,0.8991050720214844,0.9114534854888916,0.8871311545372009,0.8378728032112122,-0.030838608741760254
SBUX,0.1392918825149536,2.286372184753418,2.281766891479492,2.263922691345215,2.2409415245056152,2.218505382537842,-0.06786680221557617
ISRG,0.14627917110919952,1.5673916339874268,1.595714807510376,1.5942000150680542,1.5710421800613403,1.5331658124923706,-0.03422582149505615
PSA,0.1472262293100357,0.2556084096431732,0.307234525680542,0.3126705586910248,0.2934349477291107,0.2552304267883301,-0.00037798285484313965
PM,0.1605919599533081,2.487555503845215,2.4579434394836426,2.455899238586426,2.432551860809326,2.3923072814941406,-0.09524822235107422
KO,0.16932760179042816,1.8610327243804932,1.8554524183273315,1.8572431802749634,1.8474332094192505,1.821278691291809,-0.03975403308868408
AAPL,0.1726032942533493,1.1244295835494995,1.1281448602676392,1.1104612350463867,1.0767338275909424,1.03361177444458,-0.09081780910491943
BMY,0.1775706708431244,1.5129822492599487,1.5034793615341187,1.4831535816192627,1.4554425477981567,1.4254862070083618,-0.08749604225158691
BRK B,0.18535348773002625,2.4790682792663574,2.415555953979492,2.3418073654174805,2.2674050331115723,2.1961941719055176,-0.28287410736083984
JPM,0.18819963932037354,1.873641848564148,1.9127814769744873,1.893416166305542,1.815050482749939,1.6902148723602295,-0.18342697620391846
TFC,0.18926718831062317,1.44173002243042,1.4741894006729126,1.4821158647537231,1.4774249792099,1.4647091627120972,0.022979140281677246
TRV,0.19274048507213593,1.588411808013916,1.632020354270935,1.6106129884719849,1.5416373014450073,1.4467123746871948,-0.1416994333267212
UPS,0.2075880467891693,-1.349231481552124,-1.3302658796310425,-1.3029760122299194,-1.2812412977218628,-1.2685190439224243,0.08071243762969971
ALL,0.20797856152057648,1.2366377115249634,1.2647532224655151,1.2391167879104614,1.1795570850372314,1.1025925874710083,-0.13404512405395508
WFC,0.2112058699131012,1.9402703046798706,1.9779499769210815,1.9606140851974487,1.8955613374710083,1.7945176362991333,-0.1457526683807373
ACN,0.21334969997406006,0.7744418382644653,0.7131080031394958,0.6216387152671814,0.4858083128929138,0.3303922414779663,-0.444049596786499
KLAC,0.21383127570152283,0.11731652170419693,0.10757974535226822,0.08457718044519424,0.05009835213422775,0.0014771297574043274,-0.1158393919467926
LOW,0.21496593952178955,0.14683318138122559,0.21006789803504944,0.24942883849143982,0.27139413356781006,0.2761499881744385,0.1293168067932129
MU,0.2192845344543457,-1.142335057258606,-1.1694421768188477,-1.189601182937622,-1.2681175470352173,-1.3829782009124756,-0.24064314365386963
CME,0.21944637596607208,2.375476837158203,2.3632588386535645,2.3372979164123535,2.305001735687256,2.2759640216827393,-0.09951281547546387
PFE,0.22551791369915009,-0.27890515327453613,-0.2681058645248413,-0.2778113782405853,-0.2904805839061737,-0.3084454834461212,-0.029540330171585083
PCAR,0.2261487990617752,0.440873920917511,0.4993295669555664,0.5098565220832825,0.49250638484954834,0.4550818204879761,0.014207899570465088
MO,0.2355911284685135,1.5790506601333618,1.5982855558395386,1.575894832611084,1.5015124082565308,1.3940129280090332,-0.1850377321243286
HD,0.23781117796897888,0.6718997359275818,0.6788807511329651,0.678415834903717,0.6758348941802979,0.6644235253334045,-0.007476210594177246
LMT,0.2540115714073181,-0.5311747789382935,-0.492339164018631,-0.5124668478965759,-0.5606940388679504,-0.629684567451477,-0.0985097885131836
KMI,0.2590300440788269,1.0183390378952026,0.9793691039085388,0.9108336567878723,0.8041585087776184,0.6780895590782166,-0.3402494788169861
LLY,0.26493245363235474,1.2733895778656006,1.2759283781051636,1.2695516347885132,1.2542059421539307,1.2316495180130005,-0.0417400598526001
CMI,0.27753201127052307,1.497045874595642,1.5299177169799805,1.536749005317688,1.5140788555145264,1.4720278978347778,-0.025017976760864258
NEE,0.28734877705574036,-0.21863165497779846,-0.18637549877166748,-0.18418443202972412,-0.19146689772605896,-0.21023985743522644,0.008391797542572021
CVX,0.292667418718338,1.3424949645996094,1.3779656887054443,1.3757504224777222,1.3432791233062744,1.2904666662216187,-0.05202829837799072
COF,0.29429465532302856,1.9134373664855957,1.96884286403656,1.9844914674758911,1.9363713264465332,1.8474069833755493,-0.06603038311004639
MDT,0.29477494955062866,1.6283435821533203,1.631481647491455,1.598435878753662,1.5459190607070923,1.4865413904190063,-0.14180219173431396
AZO,0.2979951798915863,2.1077651977539062,2.0428922176361084,1.9527721405029297,1.8942086696624756,1.8491413593292236,-0.2586238384246826
FDX,0.3023412525653839,-0.8494042158126831,-0.8539858460426331,-0.8911413550376892,-0.9629316329956055,-1.0481481552124023,-0.19874393939971924
EMR,0.3163946568965912,1.0080729722976685,1.028245449066162,1.0063060522079468,0.9569478631019592,0.8893503546714783,-0.11872261762619019
PNC,0.32064247131347656,1.000089406967163,1.0077706575393677,0.9905995726585388,0.9564163088798523,0.9100202918052673,-0.09006911516189575
FCX,0.32369741797447205,-1.4678288698196411,-1.3869833946228027,-1.3589943647384644,-1.3715227842330933,-1.4248942136764526,0.04293465614318848
ROP,0.32407689094543457,1.8717037439346313,1.8791450262069702,1.8700934648513794,1.834890365600586,1.783987283706665,-0.08771646022796631
NSC,0.32829520106315613,0.4152097702026367,0.4605987071990967,0.4739832282066345,0.4692648649215698,0.4498809576034546,0.03467118740081787
AMP,0.32849329710006714,1.2691396474838257,1.2948919534683228,1.277523159980774,1.2152674198150635,1.124312400817871,-0.1448272466659546
EOG,0.33336520195007324,1.310099720954895,1.2776986360549927,1.2193928956985474,1.122934341430664,1.0008307695388794,-0.3092689514160156
MET,0.33342036604881287,1.3743952512741089,1.4057244062423706,1.4037976264953613,1.3631048202514648,1.296402096748352,-0.07799315452575684
LRCX,0.3626062273979187,-0.605255126953125,-0.5362403988838196,-0.5245379209518433,-0.5409610867500305,-0.5870810151100159,0.01817411184310913
USB,0.36481785774230957,0.9182434678077698,0.923755943775177,0.9069974422454834,0.878690779209137,0.8424775004386902,-0.07576596736907959
AMAT,0.36804503202438354,-1.7437905073165894,-1.6717411279678345,-1.606919765472412,-1.5612884759902954,-1.5390554666519165,0.20473504066467285
DFS,0.3815394937992096,1.814088225364685,1.8417257070541382,1.8284820318222046,1.7488569021224976,1.6219820976257324,-0.19210612773895264
CPRT,0.3830641508102417,0.5468773245811462,0.5938214659690857,0.5833455324172974,0.5339362621307373,0.45187070965766907,-0.09500661492347717
XOM,0.388229101896286,-0.2270796298980713,-0.14247947931289673,-0.13059592247009277,-0.1569514274597168,-0.2208634316921234,0.006216198205947876
MCD,0.4015045762062073,1.6838325262069702,1.6700304746627808,1.6447597742080688,1.622365117073059,1.604149341583252,-0.07968318462371826
BX,0.4157595634460449,0.7997658848762512,0.8526685833930969,0.8424341082572937,0.7772649526596069,0.6718822121620178,-0.1278836727142334
GILD,0.42752599716186523,2.7034173011779785,2.617866039276123,2.5491065979003906,2.4928855895996094,2.4498772621154785,-0.2535400390625
APD,0.45658254623413086,1.190433144569397,1.199151873588562,1.2027796506881714,1.1998622417449951,1.191152811050415,0.0007196664810180664
SLB,0.49516764283180237,-0.595832109451294,-0.5322376489639282,-0.5144460201263428,-0.515249490737915,-0.5360029935836792,0.059829115867614746
O,0.5212556719779968,0.5741962194442749,0.6320757269859314,0.6438653469085693,0.6173728108406067,0.5600876808166504,-0.014108538627624512
ELV,0.5272173285484314,-1.2659850120544434,-1.1878927946090698,-1.1709810495376587,-1.187059760093689,-1.2327388525009155,0.03324615955352783
ITW,0.5395979285240173,1.1295698881149292,1.16665518283844,1.1677857637405396,1.1475884914398193,1.1131205558776855,-0.016449332237243652
SNPS,0.5496124029159546,-2.270442008972168,-2.3243212699890137,-2.2892627716064453,-2.191577434539795,-2.099804162979126,0.170637845993042
JNJ,0.5661513209342957,1.8406740427017212,1.850542664527893,1.830538034439087,1.788411021232605,1.739304780960083,-0.10136926174163818
UNP,0.6548606157302856,1.3299020528793335,1.388275384902954,1.4028624296188354,1.3915914297103882,1.3653550148010254,0.035452961921691895
CDNS,0.6569125056266785,-1.633586049079895,-1.5054365396499634,-1.4425328969955444,-1.4239481687545776,-1.4521225690841675,0.18146347999572754
CMCSA,0.6691404581069946,-1.5662120580673218,-1.5062671899795532,-1.461464285850525,-1.4269014596939087,-1.4053871631622314,0.16082489490509033
DE,0.7432666420936584,2.3730292320251465,2.32851505279541,2.276085376739502,2.223203420639038,2.1748769283294678,-0.1981523036956787
TSLA,0.799578070640564,0.6963656544685364,0.7146144509315491,0.6992213726043701,0.662915825843811,0.6099477410316467,-0.08641791343688965
ADP,1.4666727781295776,1.7554789781570435,1.762436866760254,1.7516847848892212,1.7267519235610962,1.6936408281326294,-0.06183815002441406
SCHW,1.7439327239990234,1.4004677534103394,1.445851445198059,1.4506726264953613,1.4283641576766968,1.387686848640442,-0.012780904769897461
PAYX,2.5457851886749268,1.7147647142410278,1.7169808149337769,1.721681833267212,1.7009505033493042,1.6643937826156616,-0.05037093162536621
UNH,8.746603012084961,-1.1226979494094849,-0.979710042476654,-0.9264644980430603,-0.9252431988716125,-0.9770470261573792,0.1456509232521057
